t,p_app,p_inflex
0,0.048752,0.048752
1,0.143153,0.051185
2,0.216085,0.053741
3,0.273485,0.056421
4,0.320066,0.05924
5,0.359401,0.062198
6,0.393065,0.065304
7,0.42286,0.068566
8,0.449426,0.071989
9,0.47403,0.075582
10,0.497424,0.079358
11,0.51916,0.083325
