t,p_app,p_inflex
0,0.048753,0.048753
1,0.143171,0.051186
2,0.216541,0.053745
3,0.273891,0.056427
4,0.320741,0.059246
5,0.359572,0.062207
6,0.393258,0.065314
7,0.42266,0.068573
8,0.44941,0.071994
9,0.473983,0.075591
10,0.496776,0.079368
11,0.518722,0.083335
