t,p_app,p_inflex
0,0.048797,0.048797
1,0.143101,0.051233
2,0.216851,0.053791
3,0.274912,0.056479
4,0.32152,0.059297
5,0.360948,0.06226
6,0.394126,0.065369
7,0.423224,0.068636
8,0.450063,0.072066
9,0.474275,0.075665
10,0.49755,0.07944
11,0.519279,0.083401
