t,p_app,p_inflex
0,0.048739,0.048739
1,0.143526,0.051175
2,0.216721,0.053734
3,0.274589,0.056414
4,0.321651,0.059231
5,0.360463,0.06219
6,0.393718,0.065293
7,0.423079,0.068552
8,0.449736,0.071975
9,0.474101,0.075565
10,0.497598,0.079341
11,0.519822,0.083305
