t,p_app,p_inflex
0,0.048761,0.048761
1,0.143199,0.051196
2,0.216189,0.053752
3,0.274198,0.056434
4,0.320604,0.05925
5,0.359481,0.062208
6,0.393244,0.065316
7,0.422801,0.06858
8,0.449557,0.072004
9,0.47397,0.075602
10,0.497187,0.079378
11,0.519327,0.083344
