t,p_app,p_inflex
0,0.048729,0.048729
1,0.142738,0.051164
2,0.215377,0.053719
3,0.273048,0.0564
4,0.320084,0.059216
5,0.359342,0.062174
6,0.393012,0.065281
7,0.422682,0.068541
8,0.4493,0.071961
9,0.474186,0.075556
10,0.497061,0.079329
11,0.519173,0.08329
