t,p_app,p_inflex
0,0.048765,0.048765
1,0.143326,0.0512
2,0.216342,0.053758
3,0.273385,0.056442
4,0.319617,0.059257
5,0.358698,0.062219
6,0.391784,0.065327
7,0.421214,0.068589
8,0.448077,0.072014
9,0.473102,0.075611
10,0.495969,0.079389
11,0.517867,0.083354
