t,p_app,p_inflex
0,0.048771,0.048771
1,0.143633,0.051208
2,0.217121,0.053764
3,0.27461,0.056449
4,0.320707,0.059269
5,0.360002,0.062229
6,0.393627,0.065338
7,0.422629,0.068602
8,0.449222,0.072031
9,0.473709,0.075625
10,0.496913,0.079399
11,0.518707,0.083363
