t,p_app,p_inflex
0,0.048815,0.048815
1,0.143999,0.051254
2,0.216396,0.053815
3,0.274283,0.056502
4,0.321086,0.05932
5,0.360555,0.062285
6,0.394485,0.065397
7,0.423818,0.068661
8,0.450561,0.072093
9,0.474797,0.075689
10,0.49756,0.079469
11,0.519101,0.083437
