t,p_app,p_inflex
0,0.048781,0.048781
1,0.142976,0.051219
2,0.216075,0.053775
3,0.273453,0.056462
4,0.319836,0.059285
5,0.358953,0.062246
6,0.392624,0.065353
7,0.422368,0.068612
8,0.449147,0.07204
9,0.474157,0.075637
10,0.497407,0.079411
11,0.519277,0.083375
