t,p_app,p_inflex
0,0.0488,0.0488
1,0.143305,0.05124
2,0.215592,0.053798
3,0.273074,0.056484
4,0.319896,0.059306
5,0.35922,0.062268
6,0.392803,0.065377
7,0.42241,0.068634
8,0.448989,0.072064
9,0.473838,0.075658
10,0.496989,0.079438
11,0.51896,0.083396
