t,p_app,p_inflex
0,0.048739,0.048739
1,0.143505,0.051173
2,0.216394,0.053728
3,0.27376,0.056411
4,0.320273,0.059227
5,0.359554,0.062187
6,0.393152,0.065291
7,0.422856,0.068551
8,0.449429,0.071974
9,0.474078,0.075571
10,0.497303,0.07934
11,0.519181,0.083303
