t,p_app,p_inflex
0,0.048793,0.048793
1,0.14407,0.05123
2,0.216235,0.053787
3,0.273471,0.056475
4,0.320287,0.05929
5,0.359645,0.062252
6,0.393238,0.065359
7,0.423124,0.068621
8,0.44953,0.072051
9,0.473934,0.075648
10,0.496959,0.079424
11,0.518908,0.083385
