t,p_app,p_inflex
0,0.048794,0.048794
1,0.143764,0.051231
2,0.217051,0.053792
3,0.274331,0.056475
4,0.320753,0.059295
5,0.359967,0.062259
6,0.394024,0.065368
7,0.423552,0.06863
8,0.450005,0.07206
9,0.474667,0.075654
10,0.497791,0.079434
11,0.519528,0.083399
