t,p_app,p_inflex
0,0.048783,0.048783
1,0.144312,0.05122
2,0.217145,0.05378
3,0.274944,0.056467
4,0.321719,0.059285
5,0.360908,0.062246
6,0.394201,0.065354
7,0.423394,0.068619
8,0.449936,0.072046
9,0.474322,0.075641
10,0.497485,0.079419
11,0.519475,0.083385
