t,p_app,p_inflex
0,0.048767,0.048767
1,0.143773,0.051198
2,0.216737,0.053756
3,0.274097,0.056444
4,0.321045,0.059265
5,0.360417,0.062226
6,0.39432,0.065335
7,0.423672,0.068599
8,0.450256,0.072025
9,0.475118,0.075621
10,0.497624,0.079396
11,0.519555,0.083361
